Country,Year,Cannabis,Cocaine,Heroin,Opium
Swaziland,1996,440.485,6.745,0.002,0
Swaziland,1997,11302.505,9.65,1.041,0
Swaziland,1998,5943.293,0,0.01,0
Swaziland,1999,33283.707,3.609,0.097,0
Swaziland,2000,14946.718,6.832,1.919,0
Swaziland,2001,15064.342,1.006,0.093,0
Swaziland,2002,10196.081,1.058,0.004,0
Swaziland,2003,8463.019,3.832,0.002,0
Swaziland,2004,4323.534,0,0.479,0
Swaziland,2005,3400,0,0,0
Swaziland,2006,3512.6,0,0,0
Zambia,1980,1,0,0,0
Zambia,1981,0,0,0,0
Zambia,1982,0,0,0,0
Zambia,1983,0,0,0,0
Zambia,1984,0,0,0,0
Zambia,1985,0,0,0,0
Zambia,1986,352.245,0,0,0
Zambia,1987,155.24,0,0,3.5
Zambia,1988,1358.368,0.001,0,0
Zambia,1989,931.043,0,0,0
Zambia,1990,1001.814,0,5.126,0
Zambia,1991,1762.07,0,2.6,0
Zambia,1992,1226.998,2.41,0,0
Zambia,1993,17351.451,0,18.055,0
Zambia,1994,0,0,0,0
Zambia,1995,4291.498,1.761,152.617,0.195
Zambia,1996,7794.402,4.443,0.939,2.344
Zambia,1997,11176.308,6.498,0,0.102
Zambia,1998,3256.366,0,0.001,6.77
Zambia,1999,7000.653,1.116,0.369,8.622
Zambia,2000,7318.199,0.008,0.005,0
Zambia,2001,14.6,0,0.002,0
Zambia,2002,1605.194,17.3,0.36,0
Zambia,2003,94440,0.044,1.529,0
Zambia,2004,13823.7,0.006,0.024,0
Zambia,2005,17000,2,0,0
Zambia,2006,0,0,2.385,0
Zimbabwe,1980,0,0,0,0
Zimbabwe,1981,0,0,0,0
Zimbabwe,1982,3950,0,0,0
Zimbabwe,1983,51039.059,0,0,0
Zimbabwe,1984,0,0,0,0
Zimbabwe,1985,48.253,0,0,0
Zimbabwe,1986,0,0,0,0
Zimbabwe,1987,578.336,0,0,0
Zimbabwe,1988,64.32,0,0,0
Zimbabwe,1989,171.62,0,0,0
Zimbabwe,1990,0,0,0,0
Zimbabwe,1991,2166.115,2.12,0,0
Zimbabwe,1992,918.577,4.2,0.08,0
Zimbabwe,1993,3190.91,3.464,0,0
Zimbabwe,1994,1085.885,4.343,7.058,0
Zimbabwe,1995,3934.594,0.088,0.294,0
Zimbabwe,1996,2428.647,0.597,0.032,0
Zimbabwe,1997,4667.32,0,0,0
Zimbabwe,1998,6117.086,0.501,0.74,0
Zimbabwe,1999,1816.001,0.166,0,0
Zimbabwe,2000,3045.908,0.593,0,0
Zimbabwe,2001,1530.254,0,0,0
Zimbabwe,2002,3722.538,0,0.077,0
Zimbabwe,2003,1353.049,0,0,0
Zimbabwe,2004,1133.004,0.006,0,0
Zimbabwe,2005,2682.088,0.005,0.006,0
Zimbabwe,2006,1352.927,0.002,0.59,0
Benin,1980,297,0,0,0
Benin,1981,0,0,0,0
Benin,1982,0,0,0,0
Benin,1983,35.253,0,0,0
Benin,1984,1054.23,0,0,0
Benin,1985,0,0,0,0
Benin,1986,0,0,0,0
Benin,1987,13.68,0.025,0.025,0
Benin,1988,49.046,3.06,64.95,0
Benin,1989,36.79,0,2.499,0
Benin,1990,6.606,0.738,6,0
Benin,1991,0,0,0,0
Benin,1992,64.838,4.494,1.966,0
Benin,1993,107.788,1.113,0.77,0
Benin,1994,230.51,0.008,1.998,0
Benin,1995,42.898,6.962,5.162,0
Benin,1996,44.404,3.189,2.271,0
Benin,1997,26.862,0.015,0.143,0
Benin,1998,611.077,0.628,0.888,0
Benin,1999,25.138,0,18.67,0
Benin,2000,971.781,21.494,7.576,0.414
Benin,2001,809.408,31.741,0.079,0.414
Benin,2002,216.21,0.05,0.05,0
Benin,2003,73.049,0.013,0.026,0
Benin,2004,222.93,291.67,62.785,0
Benin,2005,2182.619,28.193,0.023,0
Benin,2006,2200,28.2,25.2,0
Burkina Faso,1980,0,0,0,0
Burkina Faso,1981,8355,0,0,0
Burkina Faso,1982,4185,0,0,0
Burkina Faso,1983,79592,0,0,0
Burkina Faso,1984,0,0,0,0
Burkina Faso,1985,0,0,0,0
Burkina Faso,1986,0,0,0,0
Burkina Faso,1987,70.732,0,10,0
Burkina Faso,1988,109.4,0,9.2,0
Burkina Faso,1989,92.707,6.635,1.935,0
Burkina Faso,1990,128.6,0,0,0
Burkina Faso,1991,68.14,0,0,0
Burkina Faso,1992,212,0,0,0
Burkina Faso,1993,1061.64,0.093,0.05,0
Burkina Faso,1994,305.059,3,9,0
Burkina Faso,1995,0,0,0,0
Burkina Faso,1996,2967.41,0.26,1.144,0
Burkina Faso,1997,2402.734,278,222,0
Burkina Faso,1998,0,0,0,0
Burkina Faso,1999,0,0,0,0
Burkina Faso,2000,0,0,0,0
Burkina Faso,2001,2404.713,0,0.038,0
Burkina Faso,2002,0,0,0,0
Burkina Faso,2003,1419.592,0.028,0.061,0
Burkina Faso,2004,4582,0.163,0.042,0
Burkina Faso,2005,3004,0.028,0.004,0
Burkina Faso,2006,891.769,0.011,0,0
Cameroon,1980,239,0,0,0
Cameroon,1981,11,0,0,0
Cameroon,1982,48,0,0,0
Cameroon,1983,613,0,0,0
Cameroon,1984,210.41,0,0,0
Cameroon,1985,40.731,0,0,0
Cameroon,1986,68,0,0,0
Cameroon,1987,0,0,0,0
Cameroon,1988,176.72,7.49,26.63,0
Cameroon,1989,154.958,7.49,28.4,0
Cameroon,1990,23,0,1.9,0
Cameroon,1991,388.335,0,0,0.006
Cameroon,1992,128.147,0,0,0
Cameroon,1993,115.744,0.474,0,0
Cameroon,1994,491.28,0,0,0
Cameroon,1995,9.678,0.225,0,0
Cameroon,1996,581.87,0,0,0
Cameroon,1997,0,0,0,0
Cameroon,1998,112.875,3.78,2.15,0
Cameroon,1999,1154.56,0,0.4,0
Cameroon,2000,0,0,0,0
Cameroon,2001,0,0,0,0
Cameroon,2002,443.335,0,0,0
Cameroon,2003,0,0,0,0
Cameroon,2004,3000,2.4,0,0
Cameroon,2005,204.014,2.004,0.002,0
Cameroon,2006,147.081,0,0.002,0
Cape Verde,1980,0,0,0,0
Cape Verde,1981,0,0,0,0
Cape Verde,1982,0,0,0,0
Cape Verde,1983,0,0,0,0
Cape Verde,1984,0,0,0,0
Cape Verde,1985,0,0,0,0
Cape Verde,1986,0,0,0,0
Cape Verde,1987,0,0,0,0
Cape Verde,1988,0,0,0,0
Cape Verde,1989,0,0,0,0
Cape Verde,1990,0,0,0,0
Cape Verde,1991,0,0,0,0
Cape Verde,1992,0,0,0,0
Cape Verde,1993,0,0,0,0
Cape Verde,1994,0,0,0,0
Cape Verde,1995,0,0,0,0
Cape Verde,1996,0,0,0,0
Cape Verde,1997,0,0,0,0
Cape Verde,1998,0,0,0,0
Cape Verde,1999,17.428,0.007,0.12,0
Cape Verde,2000,2288.327,6.934,0,0
Cape Verde,2001,7441,7.419,0.005,0
Cape Verde,2002,865.179,41.824,0.121,0
Cape Verde,2003,9162.703,113.267,0.005,0
Cape Verde,2004,925,335.68,0.003,0
Cape Verde,2005,2996,157,0,0
Cape Verde,2006,0,42.125,0,0
Central African Republic,1980,0,0,0,0
Central African Republic,1981,0,0,0,0
Central African Republic,1982,0,0,0,0
Central African Republic,1983,0,0,0,0
Central African Republic,1984,0,0,0,0
Central African Republic,1985,0,0,0,0
Central African Republic,1986,0,0,0,0
Central African Republic,1987,0,0,0,0
Central African Republic,1988,141.726,0,0,0
Central African Republic,1989,77.533,0,0,0
Central African Republic,1990,2.295,0,0,0
Central African Republic,1991,29.891,0,0,0
Central African Republic,1992,0,0,0,0
Central African Republic,1993,93,0,0,0
Central African Republic,1994,0,0,0,0
Central African Republic,1995,100,0,0,0
Central African Republic,1996,0,0,0,0
Central African Republic,1997,0,0,0,0
Central African Republic,1998,57.551,0,0,0
Central African Republic,1999,0,0,0,0
Central African Republic,2000,0,0,0,0
Central African Republic,2001,0,0,0,0
Central African Republic,2002,6.65,0,0,0
Central African Republic,2003,0,0,0,0
Central African Republic,2004,0,0,0,0
Central African Republic,2005,0,0,0,0
Central African Republic,2006,0,0,0,0
Chad,1980,0,0,0,0
Chad,1981,0,0,0,0
Chad,1982,0,0,0,0
Chad,1983,0,0,0,0
Chad,1984,0,0,0,0
Chad,1985,0,0,0,0
Chad,1986,0,0,0,0
Chad,1987,33.5,0,0,0
Chad,1988,11,0,0,0
Chad,1989,22.313,0,17.425,0
Chad,1990,725.482,0,92,0
Chad,1991,131,0,1.65,0
Chad,1992,1870,0.4,14.2,0
Chad,1993,986,0,0,0
Chad,1994,575,0,0.07,0
Chad,1995,0,0,0,0
Chad,1996,435.2,0,0.5,0
Chad,1997,0,0,0,0
Chad,1998,0,0,0,0
Chad,1999,686,0.015,1.8,0
Chad,2000,378,0.028,0,0
Chad,2001,0,0,0,0
Chad,2002,0,0,0,0
Chad,2003,0,0,0,0
Chad,2004,0,0,0,0
Chad,2005,0,0,0,0
Chad,2006,0,0,0,0
Congo,1980,0,0,0,0
Congo,1981,0,0,0,0
Congo,1982,0,0,0,0
Congo,1983,0,0,0,0
Congo,1984,0,0,0,0
Congo,1985,0,0,0,0
Congo,1986,0,0,0,0
Congo,1987,0,0,0,0
Congo,1988,0,0,0,0
Congo,1989,0,0,0,0
Congo,1990,0,0,0,0
Congo,1991,120,0.5,0,0
Congo,1992,148.7,1.187,0.026,0
Congo,1993,0,0,0,0
Congo,1994,478.008,0.12,0.45,0
Congo,1995,0,0.008,0,0
Congo,1996,0,0,0,0
Congo,1997,0,0,0.07,0
Congo,1998,0,0,0,0
Congo,1999,1,0,0,0
Congo,2000,259,40.01,0,0
Congo,2001,222,0.02,0.01,0
Congo,2002,1147.83,0.587,0.016,0
Congo,2003,282.5,0.8,0,0
Congo,2004,550,8.005,3.005,0
Congo,2005,873.44,0.2,0.1,0
Congo,2006,1558,1.4,0.8,0
Côte d'Ivoire,1980,1072.664,0,0,0
Côte d'Ivoire,1981,880.829,0,0,0
Côte d'Ivoire,1982,618.205,0,0,0
Côte d'Ivoire,1983,2548.763,0,0,0
Côte d'Ivoire,1984,772.372,0,0,0
Côte d'Ivoire,1985,1865.504,0,0,0
Côte d'Ivoire,1986,1326.562,8.431,16.444,0
Côte d'Ivoire,1987,1772.976,0.052,2.854,0
Côte d'Ivoire,1988,1882.316,1.277,4.457,0
Côte d'Ivoire,1989,798.906,5.544,5.441,0
Côte d'Ivoire,1990,1026,4.2,5.512,0
Côte d'Ivoire,1991,1345,4.325,6.45,0
Côte d'Ivoire,1992,792.132,0.429,6.872,0.001
Côte d'Ivoire,1993,2212.642,2.332,2.913,0
Côte d'Ivoire,1994,634.134,0.132,0.047,0
Côte d'Ivoire,1995,535.683,2.863,5.416,0
Côte d'Ivoire,1996,1482.549,33.147,4.531,0
Côte d'Ivoire,1997,853.871,22.028,0.538,0
Côte d'Ivoire,1998,898.96,19.015,0.06,0
Côte d'Ivoire,1999,1650.189,9.289,1.89,0
Côte d'Ivoire,2000,1236.644,3.442,3.035,0
Côte d'Ivoire,2001,1876.658,1.048,10.394,0
Côte d'Ivoire,2002,4397.968,3.15,34.085,0
Côte d'Ivoire,2003,805,0,6.4,0
Côte d'Ivoire,2004,1848.7,0,4.2,0
Côte d'Ivoire,2005,1347,0.07,0.1,0
Côte d'Ivoire,2006,1821.761,0.445,3.013,0
Democratic Republic of the Congo,1980,0,0,0,0
Democratic Republic of the Congo,1981,0,0,0,0
Democratic Republic of the Congo,1982,0,0,0,0
Democratic Republic of the Congo,1983,0,0,0,0
Democratic Republic of the Congo,1984,0,0,0,0
Democratic Republic of the Congo,1985,0,0,0,0
Democratic Republic of the Congo,1986,0,0,0,0
Democratic Republic of the Congo,1987,0,0,0,0
Democratic Republic of the Congo,1988,917,0,0,0
Democratic Republic of the Congo,1989,1208.72,10.95,2.689,0
Democratic Republic of the Congo,1990,243.04,0.32,1.429,0
Democratic Republic of the Congo,1991,0,0,0,0
Democratic Republic of the Congo,1992,0,0,0,0
Democratic Republic of the Congo,1993,0,0,0,0
Democratic Republic of the Congo,1994,0,0,0,0
Democratic Republic of the Congo,1995,0,0,0,0
Democratic Republic of the Congo,1996,1.066,1.101,2.654,0
Democratic Republic of the Congo,1997,0,0,0,0
Democratic Republic of the Congo,1998,0,0,0,0
Democratic Republic of the Congo,1999,0,0,0,0
Democratic Republic of the Congo,2000,0,0,0,0
Democratic Republic of the Congo,2001,0,0,0,0
Democratic Republic of the Congo,2002,0,0,0,0
Democratic Republic of the Congo,2003,0,0,0,0
Democratic Republic of the Congo,2004,0,0,0,0
Democratic Republic of the Congo,2005,0,0,0,0
Democratic Republic of the Congo,2006,0,0,0,0
Equatorial Guinea,1980,0,0,0,0
Equatorial Guinea,1981,0,0,0,0
Equatorial Guinea,1982,0,0,0,0
Equatorial Guinea,1983,0,0,0,0
Equatorial Guinea,1984,0,0,0,0
Equatorial Guinea,1985,0,0,0,0
Equatorial Guinea,1986,0,0,0,0
Equatorial Guinea,1987,0,0,0,0
Equatorial Guinea,1988,0,0,0,0
Equatorial Guinea,1989,0,0,0,0
Equatorial Guinea,1990,0,0,0,0
Equatorial Guinea,1991,0,0,0,0
Equatorial Guinea,1992,0,0,0,32.5
Equatorial Guinea,1993,0,0,0,0
Equatorial Guinea,1994,0,0.06,0,0
Equatorial Guinea,1995,1.5,0,0,0
Equatorial Guinea,1996,0,0,0,0
Equatorial Guinea,1997,3.5,0,0,0
Equatorial Guinea,1998,24.003,0,0,0
Equatorial Guinea,1999,26.023,0,0,0
Equatorial Guinea,2000,0,0,0,0
Equatorial Guinea,2001,0,0,0,0
Equatorial Guinea,2002,0,0,0,0
Equatorial Guinea,2003,0,0,0,0
Equatorial Guinea,2004,0,0,0,0
Equatorial Guinea,2005,0,0,0,0
Equatorial Guinea,2006,0,0,0,0
Gabon,1980,0,0,0,0
Gabon,1981,0,0,0,0
Gabon,1982,0,0,0,0
Gabon,1983,0,0,0,0
Gabon,1984,22.8,0,0,0
Gabon,1985,0,0,0,0
Gabon,1986,0,0,0,0
Gabon,1987,34.143,0,0,0
Gabon,1988,359.623,0,0,0
Gabon,1989,45.3,0,10.75,0
Gabon,1990,812,3.135,0.111,0
Gabon,1991,198,0.3,0.455,0
Gabon,1992,80.99,0.258,0.117,0
Gabon,1993,515.559,2.812,0.084,0
Gabon,1994,80.469,0.116,0.43,0
Gabon,1995,90.843,0.087,0,0
Gabon,1996,160.189,0.022,0.005,0.001
Gabon,1997,24.255,0,0,0
Gabon,1998,114.336,0,0,0
Gabon,1999,45.648,0.216,0.106,0
Gabon,2000,0,0,0,0
Gabon,2001,0,0,0,0
Gabon,2002,0,0,0,0
Gabon,2003,0,0,0,0
Gabon,2004,1.544,0,0.368,0
Gabon,2005,109,0.1,0.08,0
Gabon,2006,290.461,0.108,0.034,0
Gambia,1980,0,0,0,0
Gambia,1981,0,0,0,0
Gambia,1982,0,0,0,0
Gambia,1983,0,0,0,0
Gambia,1984,0,0,0,0
Gambia,1985,0,0,0,0
Gambia,1986,0,0,0,0
Gambia,1987,0,0,0,0
Gambia,1988,0,0,0,0
Gambia,1989,0,0,0,0
Gambia,1990,544.771,0.464,0,0
Gambia,1991,0,0,0,0
Gambia,1992,0,0,0,0
Gambia,1993,0,0,0,0
Gambia,1994,0,0,0,0
Gambia,1995,286.587,0.07,0,0
Gambia,1996,11.164,0.88,0.084,0
Gambia,1997,566.971,0.057,0.088,0
Gambia,1998,376.145,0.074,0.59,0
Gambia,1999,0,0.06,0.039,0
Gambia,2000,229.444,4.865,0,0
Gambia,2001,700,2,4,0.024
Gambia,2002,638.959,0,0,0
Gambia,2003,428.094,0.107,0.003,0
Gambia,2004,0,0,0,0
Gambia,2005,672.124,17.137,0.003,0
Gambia,2006,0,0,0,0
Ghana,1980,0,0,0,0
Ghana,1981,0,0,0,0
Ghana,1982,22,0,0,0
Ghana,1983,841.971,0,0,0
Ghana,1984,0,0,0,0
Ghana,1985,0,0,0,0
Ghana,1986,0,2.745,0,0
Ghana,1987,0,1.4,7.25,0
Ghana,1988,59.26,0.765,0.868,0
Ghana,1989,9358.225,1.392,1.696,0
Ghana,1990,0,5,26,0
Ghana,1991,2042.5,3.99,12.6,0
Ghana,1992,460.5,6.608,3.324,0
Ghana,1993,942.01,17.492,3.54,0
Ghana,1994,4225.53,0.92,0.153,0
Ghana,1995,209506.859,5.37,5.57,0
Ghana,1996,8294.19,0.785,3.85,0
Ghana,1997,1409.47,6.35,0.005,0
Ghana,1998,4375.098,5.035,18.023,0
Ghana,1999,4080.049,7.062,21.02,0
Ghana,2000,0,0,0,0
Ghana,2001,0,0,0,0
Ghana,2002,5418.14,10.4,19.06,0
Ghana,2003,9178.98,15.37,8.18,0
Ghana,2004,765.154,616.678,71.467,0
Ghana,2005,14284.5,661.2,8.2,0
Ghana,2006,0,0,0,0
Guinea,1980,0,0,0,0
Guinea,1981,0,0,0,0
Guinea,1982,0,0,0,0
Guinea,1983,0,0,0,0
Guinea,1984,0,0,0,0
Guinea,1985,0,0,0,0
Guinea,1986,0,0,0,0
Guinea,1987,482,0,0,0
Guinea,1988,241,0,0,0
Guinea,1989,17,2.22,0,0
Guinea,1990,171.18,3,0,0
Guinea,1991,662.5,0.52,3,0
Guinea,1992,0,0,0,0
Guinea,1993,0,0,0,0
Guinea,1994,0,0,0,0
Guinea,1995,0,0,0,0
Guinea,1996,0,0,0,0
Guinea,1997,0,0,0,0
Guinea,1998,0,0,0,0
Guinea,1999,0,0,0,0
Guinea,2000,640.345,0,2.215,0
Guinea,2001,0,0,0.592,0
Guinea,2002,0,0,0.057,0
Guinea,2003,2910,0.771,0.901,0
Guinea,2004,5.356,0.097,1.94,0
Guinea,2005,1310,40,60,0
Guinea,2006,2243.4,8.5,0,0
Guinea-Bissau,1980,0,0,0,0
Guinea-Bissau,1981,0,0,0,0
Guinea-Bissau,1982,0,0,0,0
Guinea-Bissau,1983,0,0,0,0
Guinea-Bissau,1984,0,0,0,0
Guinea-Bissau,1985,0,0,0,0
Guinea-Bissau,1986,0.207,0,0,0
Guinea-Bissau,1987,0,0,0,0
Guinea-Bissau,1988,0,0,0,0
Guinea-Bissau,1989,2.5,0,0,0
Guinea-Bissau,1990,0,0,0,0
Guinea-Bissau,1991,0,0,0,0
Guinea-Bissau,1992,0,0,0,0
Guinea-Bissau,1993,0,0,0,0
Guinea-Bissau,1994,0,0,0,0
Guinea-Bissau,1995,0,0,0,0
Guinea-Bissau,1996,0,0,0,0
Guinea-Bissau,1997,0,0,0,0
Guinea-Bissau,1998,0,0,0,0
Guinea-Bissau,1999,0,0,0,0
Guinea-Bissau,2000,0,0,0,0
Guinea-Bissau,2001,367,0,0,0
Guinea-Bissau,2002,0,0,0,0
Guinea-Bissau,2003,1067,0,0,0
Guinea-Bissau,2004,375,0,0,0
Guinea-Bissau,2005,0,0,0,0
Guinea-Bissau,2006,0,0,0,0
Liberia,1980,0,0,0,0
Liberia,1981,0,0,0,0
Liberia,1982,0,0,0,0
Liberia,1983,0,0,0,0
Liberia,1984,0,0,0,0
Liberia,1985,0,0,0,0
Liberia,1986,0,0,0,0
Liberia,1987,0,0,0,0
Liberia,1988,0,0,0,0
Liberia,1989,0,0,0,0
Liberia,1990,0,0,0,0
Liberia,1991,0,0,0,0
Liberia,1992,0,0,0,0
Liberia,1993,0,0,0,0
Liberia,1994,0,0,0,0
Liberia,1995,0,0,0,0
Liberia,1996,0,0,0,0
Liberia,1997,0,0,0,0
Liberia,1998,0,0,0,0
Liberia,1999,0,0,0,0
Liberia,2000,0,0,0,0
Liberia,2001,0,0,0,0
Liberia,2002,0,0,0,0
Liberia,2003,0,0,0,0
Liberia,2004,0,0,0,0
Liberia,2005,0,0,0,0
Liberia,2006,205.242,0.304,36.9,0
Mali,1980,0,0,0,0
Mali,1981,0,0,0,0
Mali,1982,0,0,0,0
Mali,1983,0,0,0,0
Mali,1984,0,0,0,0
Mali,1985,119.247,0,0,0
Mali,1986,208,0,0,0
Mali,1987,513,0,0,0
Mali,1988,181,0,0,0
Mali,1989,68,0,3,0
Mali,1990,5,0,0,0
Mali,1991,21.159,0,0,0
Mali,1992,47,0,0,0
Mali,1993,415,0,0,0
Mali,1994,288.775,0.015,0.034,0
Mali,1995,94.256,0,0.25,0
Mali,1996,80,4.3,2.71,0
Mali,1997,404.27,0,0,0
Mali,1998,0,0,0,0
Mali,1999,0,0,0,0
Mali,2000,0,0,0,0
Mali,2001,0,0,0,0
Mali,2002,0,0,0,0
Mali,2003,0,0,0,0
Mali,2004,0,0,0,0
Mali,2005,1749,1.004,0.002,0
Mali,2006,0,0,0,0
Mauritania,1980,0,0,0,0
Mauritania,1981,0,0,0,0
Mauritania,1982,0,0,0,0
Mauritania,1983,0,0,0,0
Mauritania,1984,0,0,0,0
Mauritania,1985,0,0,0,0
Mauritania,1986,2500,0,0,0
Mauritania,1987,1500,1.3,0,0
Mauritania,1988,304,0,0,0
Mauritania,1989,27,0.29,0.003,0
Mauritania,1990,13.072,0,0,0
Mauritania,1991,6.5,0,0,0
Mauritania,1992,0,0,0,0
Mauritania,1993,17.65,0.015,0.013,0
Mauritania,1994,29.01,0.037,0.037,0
Mauritania,1995,0,0,0,0
Mauritania,1996,6765.17,0.334,0.173,0
Mauritania,1997,92.006,0,0.005,0
Mauritania,1998,17.2,0,0.005,0
Mauritania,1999,0,0,0,0
Mauritania,2000,0,0,0,0
Mauritania,2001,0,0,0,0
Mauritania,2002,0,0,0,0
Mauritania,2003,42.237,0,0,0
Mauritania,2004,0,0,0,0
Mauritania,2005,0,0,0,0
Mauritania,2006,0,0,0,0
Niger,1980,0,0,0,0
Niger,1981,0,0,0,0
Niger,1982,0,0,0,0
Niger,1983,0,0,0,0
Niger,1984,0,0,0,0
Niger,1985,0,0,0,0
Niger,1986,0,0,0,0
Niger,1987,0,0,0,0
Niger,1988,169,0,0,0
Niger,1989,235,0,0,0
Niger,1990,462.755,0,7.56,0
Niger,1991,1088.498,0.213,0.135,0
Niger,1992,0,0,0,0
Niger,1993,0,0,0,0
Niger,1994,722.937,0.002,0.63,0
Niger,1995,690.933,0,0.032,0
Niger,1996,777.384,0.02,0.1,0
Niger,1997,499.887,28.866,0.1,0
Niger,1998,682.173,0.233,0.412,0
Niger,1999,1356.162,0,0,0.013
Niger,2000,0,0,0,0
Niger,2001,0,0,0,0
Niger,2002,904,2.98,0.5,0
Niger,2003,957,2.2,0.2,0
Niger,2004,902.836,0.759,0.2,0
Niger,2005,1366.922,0,0,0
Niger,2006,718,0.057,0.02,0
Nigeria,1980,29860,0,0,0
Nigeria,1981,15971,0,0,0
Nigeria,1982,18965,3,0,0
Nigeria,1983,827.405,0,0,0
Nigeria,1984,713.14,2.52,0.8,0
Nigeria,1985,0,0,0,0
Nigeria,1986,575.33,15.516,26.119,0
Nigeria,1987,3.004,0.052,3.501,0
Nigeria,1988,165.004,19.557,27.614,0
Nigeria,1989,24.268,38.241,100.286,0
Nigeria,1990,170.6,110.6,861.25,0
Nigeria,1991,1496.61,545.39,66.82,0
Nigeria,1992,2550.338,416.954,168.024,0
Nigeria,1993,7461.705,1308.669,287.586,0
Nigeria,1994,19732.66,90.76,91.65,0
Nigeria,1995,15258,15.908,30.265,0
Nigeria,1996,18604.72,6.16,19.38,0
Nigeria,1997,15904.721,31.9,10.49,0
Nigeria,1998,16170.51,9.26,3.62,0
Nigeria,1999,17691.014,15.064,81.035,0
Nigeria,2000,272260.02,53.95,55.1,0
Nigeria,2001,317950.204,195.823,46.639,0
Nigeria,2002,506846.009,35.347,55.626,0
Nigeria,2003,535241.05,134.983,87.58,0
Nigeria,2004,683100.65,124.47,90.939,0
Nigeria,2005,125988.6,395.91,70.42,0
Nigeria,2006,192368.3,14435.88,33.09,0
Saint Helena,1980,0,0,0,0
Saint Helena,1981,0,0,0,0
Saint Helena,1982,0,0,0,0
Saint Helena,1983,0,0,0,0
Saint Helena,1984,0,0,0,0
Saint Helena,1985,0,0,0,0
Saint Helena,1986,0,0,0,0
Saint Helena,1987,0,0,0,0
Saint Helena,1988,0,0,0,0
Saint Helena,1989,0,0,0,0
Saint Helena,1990,0,0,0,0
Saint Helena,1991,0,0,0,0
Saint Helena,1992,0,0,0,0
Saint Helena,1993,0,0,0,0
Saint Helena,1994,0,0,0,0
Saint Helena,1995,0,0,0,0
Saint Helena,1996,0,0,0,0
Saint Helena,1997,3.009,0,0,0
Saint Helena,1998,0.183,0,0,0
Saint Helena,1999,0,0,0,0
Saint Helena,2000,0.075,0,0,0
Saint Helena,2001,0,0,0,0
Saint Helena,2002,0,0,0,0
Saint Helena,2003,1.375,0,0,0
Saint Helena,2004,0,0,0,0
Saint Helena,2005,0,0,0,0
Saint Helena,2006,0,0,0,0
Sao Tome and Principe,1980,0,0,0,0
Sao Tome and Principe,1981,0,0,0,0
Sao Tome and Principe,1982,0,0,0,0
Sao Tome and Principe,1983,0,0,0,0
Sao Tome and Principe,1984,0,0,0,0
Sao Tome and Principe,1985,0,0,0,0
Sao Tome and Principe,1986,0,0,0,0
Sao Tome and Principe,1987,0,0,0,0
Sao Tome and Principe,1988,0,0,0,0
Sao Tome and Principe,1989,0,0,0,0
Sao Tome and Principe,1990,0,0,0,0
Sao Tome and Principe,1991,0,0,0,0
Sao Tome and Principe,1992,0,0,0,0
Sao Tome and Principe,1993,0,0,0,0
Sao Tome and Principe,1994,0,0,0,0
Sao Tome and Principe,1995,0,0,0,0
Sao Tome and Principe,1996,0,0,0,0
Sao Tome and Principe,1997,0.2,0.1,0,0
Sao Tome and Principe,1998,0,0,0,0
Sao Tome and Principe,1999,0,0.1,0,0
Sao Tome and Principe,2000,0,0,0,0
Sao Tome and Principe,2001,15,0,0,0
Sao Tome and Principe,2002,0,0,0,0
Sao Tome and Principe,2003,0,0,0,0
Sao Tome and Principe,2004,0,0,0,0
Sao Tome and Principe,2005,0,0,0,0
Sao Tome and Principe,2006,0,0,0,0
Senegal,1980,0,0,0,0
Senegal,1981,700,0,0,0
Senegal,1982,619,0,0,0
Senegal,1983,1250,0,0,0
Senegal,1984,700,0,0,0
Senegal,1985,15,0,0,0
Senegal,1986,0,0,0.051,0
Senegal,1987,25077.469,0.003,5.601,0
Senegal,1988,1923.26,0.662,1.256,0
Senegal,1989,11513,3.923,58,0
Senegal,1990,3959.685,5.739,24.839,0
Senegal,1991,389.184,20.34,0,10.776
Senegal,1992,700.481,0.861,1.245,0
Senegal,1993,1939.151,0.954,9.991,0
Senegal,1994,1391.875,11.834,77.53,0
Senegal,1995,84391.57,7.94,15.088,0
Senegal,1996,24803.23,8.11,7.83,0
Senegal,1997,13627.39,0,0,0
Senegal,1998,69652,5.321,0.234,0
Senegal,1999,7165.83,31.575,0.082,0
Senegal,2000,5390,0.207,0.006,0
Senegal,2001,2827,0,0.4,0
Senegal,2002,4888.08,0.837,0.336,0
Senegal,2003,0,0,0.48,0
Senegal,2004,0,0,1.2,0
Senegal,2005,5282.5,18.5,0.2,0
Senegal,2006,5204.886,27.7,7.068,0
Sierra Leone,1980,0,0,0,0
Sierra Leone,1981,0,0,0,0
Sierra Leone,1982,0,0,0,0
Sierra Leone,1983,0,0,0,0
Sierra Leone,1984,0,0,0,0
Sierra Leone,1985,0,0,0,0
Sierra Leone,1986,0,0,0,0
Sierra Leone,1987,0,0,0,0
Sierra Leone,1988,0,0,0,0
Sierra Leone,1989,0,0,0,0
Sierra Leone,1990,0,0,0,0
Sierra Leone,1991,1340,0.159,0.682,0
Sierra Leone,1992,684.308,0.003,0.002,0
Sierra Leone,1993,1340,0.159,0.682,0
Sierra Leone,1994,684.308,0.003,0.002,0
Sierra Leone,1995,397.562,4,0.003,0
Sierra Leone,1996,0,0.002,0.002,0
Sierra Leone,1997,0,0,0,0
Sierra Leone,1998,0,0,0,0
